"provider","name","station_id","latitude","longitude","docks","duration_minutes","start_station_count","year","end_count"
"baywheels","Powell St at Columbus Ave",487,"37.800496","-122.410887","29","15.06","391",2019,"329"
"baywheels","Powell St BART Station (Market St at 4th St)",3,"37.786375","-122.404904","34","14.61","34253",2019,"37466"
"baywheels","Powell St BART Station (Market St at 5th St)",5,"37.783899","-122.408445","33","14.42","30581",2019,"31540"
"baywheels","Precita Park",144,"37.7473","-122.411403","14","15.67","5841",2019,"5791"
"baywheels","Quesada Ave at 3rd St",432,"37.733093","-122.390973","18","17.02","64",2019,"42"
"baywheels","Randall St at Chenery St",387,"37.739813","-122.425523","18","18.62","1240",2019,"623"
"baywheels","Raymond Bernal Jr Memorial Park (8th St at Hedding St)",402,"37.356834","-121.895936","23","23.42","765",2019,"741"
"baywheels","Raymond Kimbell Playground",31,"37.783813","-122.434559","31","17.69","5624",2019,"5238"
"baywheels","Rhode Island St at 17th St",114,"37.764478","-122.40257","17","11.64","17100",2019,"18054"
"baywheels","Rockridge BART Station",171,"37.844279","-122.2519","24","10.51","8301",2019,"7884"
"baywheels","Russell St at College Ave",249,"37.858473","-122.253253","19","10.92","4715",2019,"4306"
"baywheels","Ryland Park",305,"37.342725","-121.895617","22","9.87","4446",2019,"4147"
"baywheels","Saint James Park",306,"37.339301","-121.889937","15","11.14","938",2019,"854"
"baywheels","Salesforce Transit Center (Natoma St at 2nd St)",363,"37.787492","-122.398285","34","12.26","12453",2019,"12535"
"baywheels","San Antonio Park",46,"37.79014","-122.242373","15","18.14","659",2019,"555"
"baywheels","San Carlos St at 11th St",286,"37.336466","-121.876613","19","14.42","1141",2019,"1186"
"baywheels","San Carlos St at Market St",318,"37.330698","-121.888979","15","17.57","939",2019,"991"
"baywheels","San Carlos St at Meridian Ave",426,"37.323345","-121.913497","19","17.55","787",2019,"733"
"baywheels","Sanchez St at 15th St",95,"37.766219","-122.43106","27","14.29","9126",2019,"6921"
"baywheels","Sanchez St at 17th St",106,"37.763242","-122.430675","17","12.71","4213",2019,"4043"
"baywheels","San Fernando St at 4th St",310,"37.335885","-121.88566","22","10.49","8699",2019,"8941"
"baywheels","San Fernando St at 7th St",280,"37.337122","-121.883215","20","9.76","6970",2019,"7618"
"baywheels","San Francisco Caltrain Station (King St at 4th St)",465,"37.776329","-122.394438","16","13.50","4737",2019,"4136"
"baywheels","San Francisco Caltrain (Townsend St at 4th St)",30,"37.776598","-122.395282","18","12.17","40302",2019,"50943"
"baywheels","San Francisco City Hall (Polk St at Grove St)",42,"37.77865","-122.41823","19","14.13","8060",2019,"8438"
"baywheels","San Francisco Ferry Building (Harry Bridges Plaza)",15,"37.795392","-122.394203","36","18.64","39016",2019,"48180"
"baywheels","San Francisco Public Library (Grove St at Hyde St)",43,"37.778768","-122.415929","25","10.64","14624",2019,"14568"
"baywheels","San Jose City Hall",309,"37.337391","-121.886995","23","11.50","2464",2019,"2428"
"baywheels","San Jose Diridon Station",312,"37.329732","-121.901782","35","10.41","6579",2019,"6529"
"baywheels","San Pablo Ave at MLK Jr Way",220,"37.811351","-122.273422","18","15.68","1643",2019,"1621"
"baywheels","San Pablo Park",271,"37.855783","-122.283127","18","15.86","2085",2019,"2879"
"baywheels","San Pedro Square",308,"37.336802","-121.89409","15","11.61","3354",2019,"3422"
"baywheels","San Pedro St at Hedding St",303,"37.352601","-121.905733","23","20.81","308",2019,"258"
"baywheels","San Salvador St at 9th St",317,"37.333955","-121.877349","18","9.27","4043",2019,"4488"
"baywheels","Santa Clara St at 7th St",279,"37.339146","-121.884105","15","11.29","3002",2019,"2637"
"baywheels","Santa Clara St at Almaden Blvd",314,"37.333988","-121.894902","11","10.57","2192",2019,"2326"
"baywheels","SAP Center",307,"37.332692","-121.900084","23","14.37","802",2019,"852"
"baywheels","Scott St at Golden Gate Ave",39,"37.778999","-122.436861","26","16.48","3667",2019,"1795"
"baywheels","Shattuck Ave at 51st St",174,"37.836801","-122.264004","19","11.38","1524",2019,"1394"
"baywheels","Shattuck Ave at 55th St",173,"37.840364","-122.264488","14","9.28","2490",2019,"2373"
"baywheels","Shattuck Ave at Hearst Ave",244,"37.873676","-122.268487","23","11.40","4922",2019,"5077"
"baywheels","Shattuck Ave at Telegraph Ave",158,"37.833279","-122.26349","19","10.32","2626",2019,"2247"
"baywheels","Skyport Dr at Technology Dr",401,"37.365227","-121.916815","19","24.52","281",2019,"220"
"baywheels","Snow Park",198,"37.807813","-122.264496","31","13.04","3555",2019,"3157"
"baywheels","Sonora Ave at 1st St",392,"37.36406","-121.911732","15","23.45","239",2019,"238"
"baywheels","South San Jose State (7th St at Humboldt St)",423,"37.320316","-121.870099","30","19.89","267",2019,"285"
"baywheels","S Park St at 3rd St",49,"37.78076","-122.394989","29","12.89","10330",2019,"10628"
"baywheels","Spear St at Folsom St",24,"37.789677","-122.390429","15","13.96","14835",2019,"14893"
"baywheels","Stanford Ave at Hollis St",156,"37.838444","-122.288665","14","16.40","2169",2019,"2331"
"baywheels","Steiner St at California St",480,"37.788569","-122.435401","19","17.29","314",2019,"239"
"baywheels","St James St at 9th St",495,"37.343208","-121.88439","19","6.31","22",2019,"24"
"baywheels","Stockton Ave at Lenzen Ave",422,"37.336775","-121.909149","23","17.23","239",2019,"190"
"baywheels","Sunol St at San Carlos St",405,"37.323451","-121.905976","25","10.36","769",2019,"555"
"baywheels","S Van Ness Ave at Market St",59,"37.774814","-122.418954","27","11.62","12375",2019,"12025"
"baywheels","Taylor St at 9th St",389,"37.353062","-121.891937","23","20.44","633",2019,"638"
"baywheels","Telegraph Ave at 19th St",183,"37.808702","-122.269927","26","11.86","6624",2019,"6662"
"baywheels","Telegraph Ave at 23rd St",180,"37.812678","-122.268773","19","12.51","4009",2019,"3982"
"baywheels","Telegraph Ave at 27th St",179,"37.816073","-122.267886","19","10.16","4588",2019,"3996"
"baywheels","Telegraph Ave at 58th St",170,"37.844493","-122.261351","15","10.24","1337",2019,"1334"
"baywheels","Telegraph Ave at Alcatraz Ave",18,"37.850222","-122.260172","11","13.00","2548",2019,"2486"
"baywheels","Telegraph Ave at Ashby Ave",248,"37.855956","-122.259795","19","11.14","4668",2019,"4487"
"baywheels","Telegraph Ave at Carleton St",269,"37.86232","-122.258801","19","10.06","5067",2019,"4761"
"baywheels","Terry Francois Blvd at Mission Bay Blvd N",461,"37.77133","-122.386622","26","15.40","1990",2019,"1875"
"baywheels","Terry Francois Blvd at Warriors Way",460,"37.769095","-122.386333","41","17.21","3148",2019,"2780"
"baywheels","The Alameda at Bush St",278,"37.331932","-121.904888","22","9.82","3923",2019,"3845"
"baywheels","The Embarcadero at Bryant St",28,"37.787168","-122.388098","17","13.86","13025",2019,"13107"
"baywheels","The Embarcadero at Pier 38",38,"37.782926","-122.387921","25","19.77","2310",2019,"1949"
"baywheels","The Embarcadero at Sansome St",6,"37.80477","-122.403234","17","17.66","28785",2019,"33286"
"baywheels","The Embarcadero at Steuart St",23,"37.791464","-122.391034","20","13.00","19219",2019,"19736"
"baywheels","The Embarcadero at Vallejo St",8,"37.799953","-122.398525","23","19.80","10514",2019,"10721"
"baywheels","Townsend St at 5th St",80,"37.775235","-122.397437","34","10.86","15588",2019,"13664"
"baywheels","Townsend St at 7th St",90,"37.771058","-122.402717","24","10.79","21116",2019,"23342"
"baywheels","Turk Blvd at Stanyan St",471,"37.777609","-122.454622","21","27.83","84",2019,"47"
"baywheels","Turk St at Fillmore St",365,"37.78045","-122.431946","23","15.61","4486",2019,"3970"
"baywheels","Union Square (Powell St at Post St)",324,"37.7883","-122.408531","24","16.76","11996",2019,"10972"
"baywheels","Union St at 10th St",235,"37.807239","-122.28937","19","11.94","2160",2019,"1930"
"baywheels","University Ave at Oxford St",258,"37.872356","-122.266447","23","12.52","5831",2019,"6644"
"baywheels","Utah St at 24th St",459,"37.753123","-122.405393","15","15.75","1832",2019,"1806"
"baywheels","Valencia St at 16th St",98,"37.765052","-122.421866","21","13.20","12710",2019,"13690"
"baywheels","Valencia St at 21st St",127,"37.756708","-122.421025","22","12.59","8978",2019,"8920"
"baywheels","Valencia St at 22nd St",133,"37.755213","-122.420975","21","12.76","9281",2019,"9562"
"baywheels","Valencia St at 24th St",134,"37.752428","-122.420628","22","12.47","10880",2019,"10629"
"baywheels","Valencia St at Cesar Chavez St",141,"37.747998","-122.420219","19","12.73","7756",2019,"7748"
"baywheels","Valencia St at Clinton Park",356,"37.769188","-122.422285","18","12.08","8888",2019,"8713"
"baywheels","Victoria Manalo Draves Park",62,"37.777791","-122.406432","15","11.18","10225",2019,"10681"
"baywheels","Vine St at Shattuck Ave",254,"37.880222","-122.269592","15","12.30","4998",2019,"4686"
"baywheels","Virginia St at Shattuck Ave",255,"37.876573","-122.269528","23","10.53","3438",2019,"2982"
"baywheels","Washington St at 8th St",202,"37.800754","-122.274894","27","14.59","2605",2019,"2752"
"baywheels","Washington St at Kearny St",10,"37.795393","-122.40477","30","19.11","9533",2019,"11198"
"baywheels","Webster St at 19th St",337,"37.80697","-122.266588","26","11.48","2600",2019,"2783"
"baywheels","Webster St at 2nd St",203,"37.795195","-122.27397","25","13.82","4446",2019,"5380"
"baywheels","Webster St at Clay St",492,"37.790803","-122.43259","18","19.86","69",2019,"33"
"baywheels","Webster St at Grove St",55,"37.777053","-122.429559","27","13.66","6544",2019,"5044"
"baywheels","Webster St at O'Farrell St",285,"37.783521","-122.431158","25","15.49","9005",2019,"7617"
"baywheels","West Oakland BART Station",160,"37.805318","-122.294837","23","12.93","11040",2019,"11748"
"baywheels","West St at 40th St",190,"37.830223","-122.27095","23","10.60","2686",2019,"1933"
"baywheels","Williams Ave at 3rd St",358,"37.729279","-122.392896","18","25.45","451",2019,"441"
"baywheels","Williams Ave at Apollo St",359,"37.730168","-122.398963","15","22.55","292",2019,"223"
"baywheels","William St at 10th St",295,"37.332794","-121.875926","23","11.10","901",2019,"979"
"baywheels","Willow St at Blewett Ave",473,"37.309014","-121.900011","23","38.98","50",2019,"46"
"baywheels","Willow St at Vine St",301,"37.31845","-121.883172","15","19.32","222",2019,"202"
"baywheels","W Julian St at N Morrison St",277,"37.333677","-121.908618","19","8.28","3382",2019,"3103"
"baywheels","Woolsey St at Sacramento St",385,"37.850578","-122.278175","13","11.18","4439",2019,"4916"
"baywheels","Yerba Buena Center for the Arts (Howard St at 3rd St)",284,"37.784872","-122.400876","19","14.76","11861",2019,"11773"
"bluebikes","175 N Harvard St",149,"42.363796","-71.129164","18","25.42","6279",2016,"6142"
"bluebikes","359 Broadway - Broadway at Fayette Street",116,"42.370803","-71.104412","23","13.24","9713",2016,"7966"
"bluebikes","Airport T Stop - Bremen St at Brooks St",214,"42.37535497","-71.03133336","15","42.12","167",2016,"172"
"bluebikes","Alewife MBTA at Steel Place",183,"42.39558846","-71.14260614","19","60.13","408",2016,"492"
"bluebikes","Alewife Station at Russell Field",142,"42.396105","-71.139459","23","24.36","3145",2016,"3499"
"bluebikes","Ames St at Main St",107,"42.3625","-71.08822","19","15.61","14424",2016,"14839"
"bluebikes","Andrew T Stop - Dorchester Ave at Dexter St",113,"42.33047365","-71.05701685","15","22.06","2455",2016,"2433"
"bluebikes","Aquarium T Stop - 200 Atlantic Ave",20,"42.35991176","-71.05142981","23","25.04","10970",2016,"10467"
"bluebikes","Arch St at Franklin St",35,"42.35533502","-71.05822917","23","18.03","9473",2016,"10024"
"bluebikes","Back Bay T Stop - Dartmouth St at Stuart St",16,"42.34807412","-71.07657015","19","26.30","15091",2016,"14843"
"bluebikes","Beacon St at Charles St",120,"42.356052","-71.069849","15","43.04","8833",2016,"8768"
"bluebikes","Beacon St at Massachusetts Ave",53,"42.35082681","-71.08981088","19","19.32","17144",2016,"15735"
"bluebikes","Beacon St at Tappan St",82,"42.3382668","-71.13894682","15","20.72","2932",2016,"2560"
"bluebikes","Beacon St at Washington / Kirkland",79,"42.37842","-71.105668","19","17.30","6484",2016,"6178"
"bluebikes","Bennington St at Byron St",210,"42.38353252","-71.01619095","15","36.51","45",2016,"45"
"bluebikes","Binney St / Sixth St",117,"42.36608797","-71.08633604","19","31.43","7159",2016,"6861"
"bluebikes","Boston City Hall - 28 State St",23,"42.35892","-71.057629","21","24.37","14589",2016,"14332"
"bluebikes","Boston Convention and Exhibition Center - Summer St at West Side Dr",65,"42.34776345","-71.04535997","23","45.36","3010",2016,"2707"
"bluebikes","Boston East - 126 Border St",219,"42.37331213","-71.04102008","15","5.74","23",2016,"12"
"bluebikes","Boston Medical Center - E Concord St at Harrison Ave",13,"42.33639915","-71.07306711","19","17.36","7794",2016,"7819"
"bluebikes","Bowdoin St at Quincy St",205,"42.30785224","-71.06512249","15","134.13","78",2016,"79"
"bluebikes","Boylston St at Arlington St",42,"42.35204262","-71.0705781","23","26.23","14032",2016,"14625"
"bluebikes","Boylston St at Berkeley St",50,"42.35114198","-71.07329249","15","25.39","8599",2016,"8711"
"bluebikes","Boylston St at Fairfield St",61,"42.348762","-71.082383","19","20.69","12808",2016,"12748"
"bluebikes","Boylston St at Massachusetts Ave",55,"42.34740621","-71.08678415","15","21.04","12033",2016,"11693"
"bluebikes","Brigham Circle - Francis St at Huntington Ave",30,"42.33462893","-71.10407918","15","17.85","6317",2016,"5915"
"bluebikes","Brighton Center - Washington St at Cambridge St",175,"42.34894857","-71.15027189","17","26.48","1998",2016,"1727"
"bluebikes","Brighton Mills - 370 Western Ave",15,"42.36154571","-71.13776207","15","20.23","2622",2016,"2839"
"bluebikes","Broadway St at Mt Pleasant St",194,"42.38614141","-71.0782814","19","47.27","1344",2016,"1389"
"bluebikes","Brookline Town Hall",193,"42.33376473","-71.12046447","15","20.84","3085",2016,"3257"
"bluebikes","B.U. Central - 725 Comm. Ave.",10,"42.350406","-71.108279","11","26.40","9668",2016,"9730"
"bluebikes","Bunker Hill Community College",171,"42.37408991","-71.06905997","23","30.16","2417",2016,"2178"
"bluebikes","Burlington Ave at Brookline Ave",122,"42.345733","-71.100694","15","28.38","3611",2016,"3583"
"bluebikes","Cambridge Main Library at Broadway / Trowbridge St",96,"42.373379","-71.111075","19","15.45","10049",2016,"9735"
"bluebikes","CambridgeSide Galleria - CambridgeSide PL at Land Blvd",84,"42.366981","-71.076472","15","16.51","9143",2016,"10029"
"bluebikes","Cambridge St - at Columbia St / Webster Ave",95,"42.372969","-71.094445","15","21.16","11471",2016,"10951"
"bluebikes","Cambridge St at Joy St",6,"42.36125722","-71.06528744","15","21.82","11713",2016,"11597"
"bluebikes","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St",76,"42.366426","-71.105495","17","16.52","14290",2016,"14016"
"bluebikes","Central Square at Mass Ave / Essex St",68,"42.36507","-71.1031","19","15.59","24128",2016,"23866"
"bluebikes","Charles Circle - Charles St at Cambridge St",60,"42.36079297","-71.07118962","19","32.34","15858",2016,"15618"
"bluebikes","Chelsea St at Saratoga St",209,"42.379772","-71.027448","15","224.08","32",2016,"21"
"bluebikes","Child St at North St",195,"42.37150494","-71.07249312","23","34.96","1064",2016,"824"
"bluebikes","Chinatown Gate Plaza",59,"42.351356","-71.059367","19","16.43","7975",2016,"8328"
"bluebikes","Chinatown T Stop",81,"42.352409","-71.062679","19","32.84","10500",2016,"10701"
"bluebikes","Christian Science Plaza - Massachusetts Ave at Westland Ave",46,"42.34366582","-71.08582377","19","21.04","13260",2016,"13304"
"bluebikes","Clarendon Hill at Broadway",112,"42.406302","-71.132446","15","15.82","1372",2016,"1017"
"bluebikes","Colleges of the Fenway - Fenway at Avenue Louis Pasteur",3,"42.34011512","-71.10061884","15","19.16","4690",2016,"4428"
"bluebikes","Columbia Rd at Ceylon St",203,"42.309572","-71.0729","15","30.17","61",2016,"60"
"bluebikes","Commonwealth Ave at Agganis Way",9,"42.35169202","-71.11903489","15","29.26","9549",2016,"9771"
"bluebikes","Commonwealth Ave at Griggs St",66,"42.34922469","-71.13275303","15","20.30","5085",2016,"4305"
"bluebikes","Congress St at Boston City Hall",44,"42.36041775","-71.05752244","23","28.21","7810",2016,"7946"
"bluebikes","Congress St at Northern Ave",186,"42.3481","-71.03764","15","24.67","4711",2016,"4615"
"bluebikes","Congress St at Sleeper St",64,"42.3510045","-71.04930013","19","22.34","9663",2016,"10368"
"bluebikes","Conway Park - Somerville Avenue",71,"42.383405","-71.107593","23","18.00","5802",2016,"5597"
"bluebikes","Coolidge Corner - Beacon St at Centre St",69,"42.341598","-71.123338","19","21.75","6259",2016,"6490"
"bluebikes","Copley Square - Dartmouth St at Boylston St",36,"42.34992828","-71.07739207","33","79.47","16721",2016,"16973"
"bluebikes","Cross St at Hanover St",47,"42.362811","-71.056067","19","29.35","14041",2016,"13863"
"bluebikes","Curtis Hall - South St at Centre St",124,"42.309054","-71.11543","15","40.16","2461",2016,"2487"
"bluebikes","Dana Park",139,"42.36178044","-71.10809952","19","13.54","6161",2016,"5702"
"bluebikes","Danehy Park",140,"42.388966","-71.132788","17","42.34","2908",2016,"2813"
"bluebikes","Davis Square",100,"42.396969","-71.123024","25","16.80","10471",2016,"12130"
"bluebikes","Dorchester Ave at Gillette Park",63,"42.34404051","-71.05737627","15","17.62","3344",2016,"3428"
"bluebikes","Dudley Square - Bolling Building",56,"42.32984299","-71.08386572","18","71.49","1494",2016,"1651"
"bluebikes","Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave",106,"42.325333","-71.075354","15","19.46","513",2016,"451"
"bluebikes","East Boston Neighborhood Health Center - 20 Maverick Square",213,"42.369536","-71.039431","16","61.56","99",2016,"88"
"bluebikes","E Cottage St at Columbia Rd",128,"42.320561","-71.06198","19","68.01","1047",2016,"1065"
"bluebikes","Edwards Playground - Main St at Eden St",169,"42.378965","-71.068607","19","21.66","2872",2016,"2646"
"bluebikes","EF - North Point Park",143,"42.369885","-71.069957","23","27.71","6305",2016,"6277"
"bluebikes","Egleston Square - Atherton St at Washington St",126,"42.315692","-71.098634","15","25.51","1055",2016,"976"
"bluebikes","Fan Pier",7,"42.35339051","-71.0445714","15","19.63","4589",2016,"4642"
"bluebikes","Franklin Park - Seaver St at Humbolt Ave",162,"42.309796","-71.092225","15","83.13","397",2016,"281"
"bluebikes","Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave",170,"42.303469","-71.085347","14","309.06","440",2016,"330"
"bluebikes","Glendon St at Condor St",216,"42.38240378","-71.03024304","19","35.90","43",2016,"45"
"bluebikes","Green Street T Stop - Green St at Amory St",133,"42.310579","-71.107341","23","28.28","2843",2016,"3100"
"bluebikes","Grove Hall Library - 41 Geneva Ave",202,"42.30791","-71.080952","15","20.00","112",2016,"106"
"bluebikes","Harvard Kennedy School at Bennett St / Eliot St",70,"42.3722168","-71.12188071","23","21.49","8815",2016,"9507"
"bluebikes","Harvard Law School at Mass Ave / Jarvis St",89,"42.379011","-71.119945","19","15.68","7881",2016,"7792"
"bluebikes","Harvard Square at Brattle St / Eliot St",73,"42.373231","-71.120886","15","32.17","11801",2016,"12039"
"bluebikes","Harvard Square at Mass Ave/ Dunster",74,"42.373268","-71.118579","19","22.47","23182",2016,"24343"
"bluebikes","Harvard University Gund Hall at Quincy St / Kirkland St",110,"42.376369","-71.114025","15","16.51","9486",2016,"9481"
"bluebikes","Harvard University Housing - 115 Putnam Ave at Peabody Terrace",87,"42.366621","-71.114214","15","13.09","10363",2016,"9376"
"bluebikes","Harvard University Radcliffe Quadrangle at Shepard St / Garden St",104,"42.380287","-71.125107","19","13.93","6411",2016,"6216"
"bluebikes","Harvard University River Houses at DeWolfe St / Cowperthwaite St",97,"42.36919032","-71.11714125","19","22.45","9841",2016,"9934"
"bluebikes","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St",108,"42.377945","-71.116865","17","13.40","8604",2016,"8627"
"bluebikes","Hayes Square - Vine St at Moulton St",129,"42.377022","-71.056605","19","20.66","2484",2016,"2348"
"bluebikes","HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",14,"42.33741748","-71.10286117","25","17.40","8788",2016,"8820"
"bluebikes","Hyde Square - Barbara St at Centre St",125,"42.32176526","-71.10984161","15","22.90","2657",2016,"2496"
"bluebikes","ID Building East",135,"42.344827","-71.028664","17","22.84","3427",2016,"3227"
"bluebikes","ID Building West",136,"42.344796","-71.031614","19","18.36","4392",2016,"4347"
"bluebikes","Ink Block - Harrison Ave at Herald St",152,"42.345901","-71.063187","15","31.49","6514",2016,"6626"
"bluebikes","Innovation Lab - 125 Western Ave at Batten Way",29,"42.36314499","-71.12298574","15","14.64","3728",2016,"3876"
"bluebikes","Jackson Square T Stop",131,"42.32293117","-71.10014141","18","28.71","3729",2016,"3679"
"bluebikes","JFK Crossing at Harvard St. / Thorndike St.",103,"42.346563","-71.128374","15","19.76","3221",2016,"2983"
"bluebikes","JFK/UMass T Stop",93,"42.32033974","-71.05118036","15","50.01","1543",2016,"1634"
"bluebikes","Kendall Street",141,"42.36356016","-71.08216792","15","22.87","6640",2016,"6674"
"bluebikes","Kendall T",189,"42.36242784","-71.08495474","23","14.91","18004",2016,"17376"
"bluebikes","Kenmore Square",33,"42.348706","-71.097009","27","27.49","13918",2016,"14124"
"bluebikes","Lafayette Square at Mass Ave / Main St / Columbia St",75,"42.36346469","-71.10057324","15","18.99","11489",2016,"10742"
"bluebikes","Landmark Center - Brookline Ave at Park Dr",32,"42.34369056","-71.10235287","15","20.73","9268",2016,"9621"
"bluebikes","Lechmere Station at Cambridge St / First St",90,"42.370677","-71.076529","19","17.45","12069",2016,"12374"
"bluebikes","Lesley University",176,"42.38674802","-71.11901879","15","18.75","3321",2016,"3878"
"bluebikes","Lewis Wharf at Atlantic Ave",40,"42.363871","-71.050877","19","23.68","10873",2016,"10859"
"bluebikes","Linear Park - Mass. Ave. at Cameron Ave. ",118,"42.397828","-71.130516","19","39.48","5538",2016,"5295"
"bluebikes","Longwood Ave at Binney St",11,"42.338629","-71.1065","15","19.45","8595",2016,"9463"
"bluebikes","Lower Cambridgeport at Magazine St / Riverside Rd",105,"42.3572185","-71.11387163","19","16.12","12290",2016,"12422"
"bluebikes","Magoun Square at Trum Field",137,"42.3977834","-71.10594004","15","17.95","1616",2016,"1621"
"bluebikes","Main St at Austin St",94,"42.375603","-71.064608","11","20.20","5526",2016,"5152"
"bluebikes","Massachusetts Ave at Columbus Ave",57,"42.33949454","-71.08020781","14","13.29","779",2016,"699"
"bluebikes","Maverick Square - Lewis Mall",212,"42.36884408","-71.03977829","33","121.63","179",2016,"212"
"bluebikes","MIT at Mass Ave / Amherst St",67,"42.3581","-71.093198","27","15.66","35654",2016,"36107"
"bluebikes","MIT Pacific St at Purrington St",178,"42.3595732","-71.10129476","19","9.65","15227",2016,"14198"
"bluebikes","MIT Stata Center at Vassar St / Main St",80,"42.36213123","-71.09115601","35","14.81","21185",2016,"29632"
"bluebikes","MIT Vassar St",179,"42.35560121","-71.10394478","25","10.83","17488",2016,"16638"
"bluebikes","MLK Blvd at Washington St",197,"42.32143814","-71.09126061","15","16.61","244",2016,"256"
"bluebikes","Mt Auburn",180,"42.37478629","-71.13320231","19","25.68","2410",2016,"2535"
"bluebikes","Mugar Way at Beacon St",58,"42.35553628","-71.0728687","19","31.87","14385",2016,"14446"
"bluebikes","Murphy Skating Rink - 1880 Day Blvd",146,"42.336448","-71.023739","19","36.53","3040",2016,"3334"
"bluebikes","Nashua Street at Red Auerbach Way",190,"42.365673","-71.064263","37","19.72","8932",2016,"11382"
"bluebikes","NCAAA - Walnut Ave at Crawford St",201,"42.316902","-71.091946","15","19.73","197",2016,"143"
"bluebikes","New Balance - 20 Guest St",37,"42.35732922","-71.1467354","15","28.69","1325",2016,"1370"
"bluebikes","Newbury St at Hereford St",52,"42.348717","-71.085954","23","33.04","9263",2016,"9019"
"bluebikes","Newmarket Square T Stop - Massachusetts Ave at Newmarket Square",138,"42.326599","-71.066498","15","17.46","935",2016,"1178"
"bluebikes","Northeastern University - North Parking Lot",5,"42.341814","-71.090179","15","32.28","7090",2016,"7253"
"bluebikes","Oak Square - 615 Washington St",208,"42.35057","-71.166491","15","42.57","197",2016,"223"
"bluebikes","One Broadway / Kendall Sq at Main St / 3rd St",72,"42.36224179","-71.08311072","23","19.61","10675",2016,"9576"
"bluebikes","One Kendall Square at Hampshire St / Portland St",91,"42.366277","-71.09169","19","17.44","14672",2016,"13788"
"bluebikes","Orient Heights T Stop - Bennington St at Saratoga St",217,"42.386781","-71.006098","19","91.49","71",2016,"90"
"bluebikes","Packard Ave at Powderhouse Blvd",111,"42.40449","-71.123413","15","18.50","1710",2016,"1709"
"bluebikes","Packard's Corner - Commonwealth Ave at Brighton Ave",41,"42.352261","-71.123831","27","30.77","8672",2016,"8200"
"bluebikes","Park Dr at Buswell St",19,"42.347241","-71.105301","15","35.54","7246",2016,"7587"
"bluebikes","Piers Park",211,"42.36489293","-71.03497177","19","55.95","83",2016,"84"
"bluebikes","Porter Square Station",115,"42.387995","-71.119084","19","18.60","10232",2016,"9850"
"bluebikes","Post Office Square",48,"42.35585436","-71.05459746","19","16.30","8065",2016,"8149"
"bluebikes","Powder House Circle - Nathan Tufts Park",102,"42.400877","-71.116772","15","25.45","2283",2016,"2158"
"bluebikes","Prudential Center - 101 Huntington Ave",21,"42.34652004","-71.08065777","18","23.58","12111",2016,"12271"
"bluebikes","Purchase St at Pearl St",192,"42.354659","-71.053181","19","19.56","5244",2016,"5225"
"bluebikes","Rindge Avenue - O'Neill Library",145,"42.392766","-71.129042","19","18.28","1888",2016,"1855"
"bluebikes","Rowes Wharf at Atlantic Ave",43,"42.357143","-71.050699","15","16.54","11103",2016,"10739"
"bluebikes","Roxbury Crossing T Stop - Columbus Ave at Tremont St",27,"42.331184","-71.095171","23","15.54","5020",2016,"4815"
"bluebikes","Roxbury YMCA - Warren St at MLK Blvd",196,"42.31787329","-71.08243078","10","16.89","294",2016,"280"
"bluebikes","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",12,"42.33624445","-71.08798563","18","18.17","8022",2016,"8111"
"bluebikes","Ryan Playground - Dorchester Ave at Harbor View St",167,"42.317642","-71.056664","15","22.23","1081",2016,"1057"
"bluebikes","Savin Hill T Stop - S Sydney St at Bay St",173,"42.3106","-71.0539","14","393.91","507",2016,"581"
"bluebikes","Seaport Hotel - Congress St at Seaport Ln",31,"42.34881026","-71.04167744","19","17.39","5405",2016,"4864"
"bluebikes","Seaport Square - Seaport Blvd at Northern Ave",24,"42.35148193","-71.04436085","19","22.61","7738",2016,"7293"
"bluebikes","S Huntington Ave at Heath St",159,"42.32760387","-71.1108917","15","27.55","1745",2016,"1228"
"bluebikes","Sidney Research Campus/Erie Street at Waverly",184,"42.35775309","-71.10393405","19","10.96","782",2016,"608"
"bluebikes","Soldiers Field Park - 111 Western Ave",17,"42.36426344","-71.1182757","15","19.86","6582",2016,"6402"
"bluebikes","Somerville City Hall",77,"42.386844","-71.09812","15","23.36","2193",2016,"1773"
"bluebikes","South Boston Library - 646 E Broadway",119,"42.335741","-71.03877","15","26.06","4030",2016,"4176"
"bluebikes","South End Library - Tremont St at W Newton St",25,"42.341332","-71.076847","15","14.45","8452",2016,"7801"
"bluebikes","South Station - 700 Atlantic Ave",22,"42.352175","-71.055547","47","18.32","31524",2016,"31821"
"bluebikes","Spaulding Rehabilitation Hospital - Charlestown Navy Yard",85,"42.378338","-71.048927","19","17.71","5364",2016,"5721"
"bluebikes","State Street at Channel Center",150,"42.344137","-71.052608","19","16.28","5170",2016,"5239"
"bluebikes","Stuart St at Charles St",49,"42.351146","-71.066289","18","23.34","7697",2016,"7834"
"bluebikes","Surface Rd at India St",151,"42.358155","-71.052163","19","16.96","7602",2016,"7556"
"bluebikes","Teele Square",114,"42.40231703","-71.12671129","15","9.72","3234",2016,"2012"
