"provider","name","station_id","latitude","longitude","docks","duration_minutes","start_station_count","year","end_count"
"santander","Podium, Queen Elizabeth Olympic Park",789,"51.538718","-0.011889","40","37.40","16096",2018,"16293"
"santander","Baylis Road, Waterloo",272,"51.501445","-0.110699","22","16.18","29393",2018,"30367"
"santander","Porchester Place, Paddington",169,"51.514746","-0.165164","18","21.50","17635",2018,"16222"
"santander","Cromer Street, Bloomsbury",793,"51.528279","-0.119559","28","16.30","8441",2018,"7635"
"santander","Waterloo Place, St. James's",160,"51.506633","-0.131774","19","30.09","17710",2018,"18391"
"santander","Queensbridge Road, Haggerston",536,"51.53385","-0.06992","35","16.89","8032",2018,"6566"
"santander","Waterloo Bridge, South Bank",377,"51.505354","-0.113657","15","20.58","7565",2018,"8029"
"santander","Stamford Street, South Bank",197,"51.505569","-0.111607","27","16.90","16468",2018,"18065"
"santander","Battersea Church Road, Battersea",700,"51.476965","-0.174347","24","18.83","10369",2018,"9541"
"santander","Flamborough Street, Limehouse",480,"51.512871","-0.038987","25","19.44","18967",2018,"18834"
"santander","Pott Street, Bethnal Green",479,"51.527152","-0.058005","19","16.06","16708",2018,"15651"
"santander","Moor Street, Soho",386,"51.513528","-0.130111","16","21.99","19880",2018,"20391"
"santander","Walworth Square, Walworth",725,"51.491327","-0.096519","24","14.38","1095",2018,"831"
"santander","Wendon Street, Old Ford",721,"51.536039","-0.026263","17","19.18","7057",2018,"6576"
"santander","Chrisp Street Market, Poplar",516,"51.5112","-0.014438","18","22.83","5683",2018,"5896"
"santander","Granby Street, Shoreditch",486,"51.525645","-0.069543","37","16.58","17617",2018,"16058"
"santander","South Wharf Road, Paddington",186,"51.517336","-0.175811","14","21.89","18357",2018,"17370"
"santander","Houndsditch, Aldgate",779,"51.514449","-0.077179","28","13.60","12324",2018,"13197"
"santander","Paddington Street, Marylebone",56,"51.520584","-0.154701","16","18.53","11676",2018,"11214"
"santander","Northfields, Wandsworth",688,"51.460952","-0.200668","28","22.36","5422",2018,"5112"
"santander","Ravenscourt Park Station, Hammersmith",668,"51.494224","-0.23677","22","32.19","8713",2018,"9016"
"santander","Breams Buildings, Holborn",84,"51.515937","-0.111778","25","13.80","10902",2018,"10792"
"santander","East Road, Hoxton",50,"51.528673","-0.087459","27","13.91","11491",2018,"10262"
"santander","Paddington Green, Paddington",370,"51.520205","-0.174593","19","22.35","2970",2018,"2365"
"santander","Bruton Street, Mayfair",44,"51.510737","-0.144165","21","21.26","8793",2018,"10109"
"santander","Lambeth North Station, Waterloo",284,"51.499141","-0.112031","20","16.78","9361",2018,"9068"
"santander","George Street, Marylebone",400,"51.517703","-0.154106","26","18.22","15299",2018,"16450"
"santander","Rodney Road , Walworth",223,"51.491485","-0.090221","22","19.37","12842",2018,"11693"
"santander","Prince of Wales Drive, Battersea Park",756,"51.475154","-0.15917","21","23.42","11088",2018,"10524"
"santander","King Edward Street, St Pauls",557,"51.51601","-0.0985","20","14.35","7978",2018,"9134"
"santander","Dock Street, Wapping",237,"51.509786","-0.068162","26","17.79","14535",2018,"14622"
"santander","South Kensington Station, South Kensington",356,"51.494412","-0.173881","15","19.98","32639",2018,"32518"
"santander","Ontario Street, Elephant & Castle",324,"51.49652","-0.101384","14","16.89","14985",2018,"15054"
"santander","London Zoo, The Regent's Park",271,"51.535836","-0.156285","32","27.87","9651",2018,"9067"
"santander","Ethelburga Estate, Battersea Park",658,"51.477292","-0.164786","30","20.61","22288",2018,"21590"
"santander","Cadogan Gardens, Chelsea",395,"51.492462","-0.159919","15","18.28","15917",2018,"16548"
"santander","Boston Place, Marylebone",45,"51.522511","-0.162298","26","18.62","24140",2018,"20433"
"santander","Columbia Road, Shoreditch",401,"51.528187","-0.075375","23","15.89","15655",2018,"13300"
"santander","Charlbert Street, St. John's Wood",7,"51.5343","-0.168074","16","25.26","6496",2018,"5623"
"santander","Stanley Grove, Battersea",690,"51.470475","-0.15213","24","19.58","5180",2018,"4873"
"santander","The Guildhall, Guildhall",120,"51.515735","-0.093081","17","14.23","9112",2018,"9957"
"santander","Saunders Ness Road, Cubitt Town",481,"51.487129","-0.009001","34","41.20","10451",2018,"11262"
"santander","Broadwick Street, Soho",260,"51.513685","-0.135581","18","19.51","11071",2018,"11067"
"santander","Storey's Gate, Westminster",762,"51.500703","-0.129699","21","28.06","40675",2018,"43780"
"santander","Seymour Place, Marylebone",605,"51.520331","-0.163667","29","17.34","13012",2018,"12084"
"santander","Bow Church Station, Bow",495,"51.528169","-0.018703","36","23.89","11058",2018,"10671"
"santander","Barbican Centre, Barbican",275,"51.520045","-0.092176","18","14.89","11737",2018,"12029"
"santander","Felsham Road, Putney",693,"51.464786","-0.215619","18","36.73","7343",2018,"7545"
"santander","Greyhound Road, Hammersmith",635,"51.486062","-0.214428","37","16.78","10836",2018,"10366"
"santander","Pitfield Street Central, Hoxton",569,"51.53213","-0.08299","29","14.71","9815",2018,"7546"
"santander","Kingsway Southbound, Strand",594,"51.513875","-0.117774","33","18.64","13114",2018,"14120"
"santander","Broadcasting House, Marylebone",6,"51.518118","-0.144229","18","18.76","14980",2018,"15263"
"santander","Christopher Street, Liverpool Street",3,"51.521284","-0.084606","31","15.12","16865",2018,"19132"
"santander","Russell Gardens, Olympia",515,"51.500088","-0.211316","24","16.60","5221",2018,"4999"
"santander","Millharbour, Millwall",473,"51.496137","-0.019355","19","27.81","2364",2018,"2496"
"santander","Vauxhall Cross, Vauxhall",74,"51.485917","-0.12447","11","16.87","30583",2018,"30004"
"santander","Crabtree Lane, Fulham",655,"51.482945","-0.219346","27","19.19","7474",2018,"7165"
"santander","Belvedere Road 2, South Bank",819,"51.50621","-0.114842","38","23.27","13236",2018,"13512"
"santander","Calshot Street , King's Cross",70,"51.531361","-0.11707","24","18.06","3877",2018,"2934"
"santander","Westfield Ariel Way, White City",566,"51.509158","-0.224103","42","28.28","7466",2018,"7904"
"santander","Lambeth Road, Vauxhall",139,"51.494881","-0.117975","16","14.99","7951",2018,"7558"
"santander","Wright's Lane, Kensington",157,"51.500398","-0.193068","37","20.19","20353",2018,"21251"
"santander","Bury Place, Holborn",562,"51.51746","-0.12335","21","17.82","10266",2018,"10838"
"santander","St. John's Park, Cubitt Town",504,"51.496454","-0.009506","30","22.37","1667",2018,"1542"
"santander","Vauxhall Bridge , Pimlico",146,"51.488365","-0.129362","33","21.86","6752",2018,"6668"
"santander","Portman Square, Marylebone",514,"51.516204","-0.155525","17","20.19","11865",2018,"12635"
"santander","Cadogan Close, Victoria Park",692,"51.542119","-0.028942","22","25.93","15345",2018,"15070"
"santander","Wormwood Street, Liverpool Street",217,"51.516155","-0.082422","12","14.86","43971",2018,"45071"
"santander","Farringdon Lane, Clerkenwell",72,"51.52352","-0.10834","16","15.53","12635",2018,"12551"
"santander","Bayley Street , Bloomsbury",88,"51.518588","-0.132053","24","17.11","17082",2018,"17695"
"santander","St. James's Square, St. James's",228,"51.507425","-0.134621","39","21.09","27083",2018,"35282"
"santander","Bedford Way, Bloomsbury",287,"51.523673","-0.128378","23","15.90","9524",2018,"8878"
"santander","South Lambeth Road, Vauxhall",600,"51.481747","-0.124642","21","19.30","8077",2018,"7963"
"santander","Allington Street, Victoria",826,"51.496863","-0.142943","28","22.03","24505",2018,"24204"
"santander","Alma Road, Wandsworth",724,"51.457991","-0.184806","28","19.98","4735",2018,"3714"
"santander","Duke Street Hill, London Bridge",732,"51.506304","-0.087263","18","19.70","41430",2018,"42209"
"santander","New Road 1 , Whitechapel",206,"51.518154","-0.062697","36","17.99","17516",2018,"17275"
"santander","Great Suffolk Street, The Borough",645,"51.501732","-0.100292","21","12.93","11993",2018,"11199"
"santander","Howland Street, Fitzrovia",357,"51.520994","-0.139016","30","15.68","17186",2018,"18214"
"santander","Old Brompton Road, South Kensington",216,"51.490946","-0.181191","30","16.26","14595",2018,"13508"
"santander","Falcon Road, Clapham Junction",638,"51.466634","-0.169821","28","16.40","20334",2018,"20443"
"santander","Maclise Road, Olympia",687,"51.497608","-0.211456","26","14.41","11266",2018,"10747"
"santander","Derry Street, Kensington",133,"51.501365","-0.191462","17","17.75","27422",2018,"27924"
"santander","Pont Street, Knightsbridge",143,"51.496887","-0.161204","24","18.35","10879",2018,"11240"
"santander","Stratford Station, Stratford",790,"51.541793","-0.00481","27","30.03","10505",2018,"10807"
"santander","Great Tower Street, Monument",199,"51.510485","-0.08299","22","18.01","29917",2018,"32498"
"santander","Drury Lane, Covent Garden",18,"51.514771","-0.12222","27","16.61","25651",2018,"26042"
"santander","Carey Street, Holborn",232,"51.51501","-0.112753","16","14.39","5280",2018,"5770"
"santander","Bridge Avenue, Hammersmith",730,"51.492085","-0.229117","17","24.10","11363",2018,"11443"
"santander","Bromley High Street, Bow",484,"51.528828","-0.013258","23","32.89","3723",2018,"3632"
"santander","Napier Avenue, Millwall",454,"51.487679","-0.021582","19","26.03","4531",2018,"4527"
"santander","Bramham Gardens, Earl's Court",219,"51.490164","-0.190394","29","17.94","16085",2018,"14775"
"santander","Stewart's Road, Wandsworth Road",714,"51.473117","-0.137235","28","19.53","4747",2018,"4187"
"santander","Walmer Road, Avondale",442,"51.510101","-0.211358","24","16.62","5520",2018,"5215"
"santander","Hibbert Street, Battersea",673,"51.465171","-0.180389","36","21.15","8555",2018,"8502"
"santander","Evesham Street, Avondale",652,"51.511487","-0.21819","28","15.82","3792",2018,"3782"
"santander","Victoria Park Road, Hackney Central",719,"51.536425","-0.054162","34","23.46","17924",2018,"17787"
"santander","Finlay Street, Fulham",615,"51.476885","-0.215896","24","20.30","10934",2018,"10576"
"santander","Christian Street, Whitechapel",489,"51.513074","-0.064094","34","15.62","14724",2018,"11977"
"santander","Grove End Road, St. John's Wood",312,"51.530889","-0.176771","20","25.12","10599",2018,"9311"
"santander","Park Lane , Hyde Park",111,"51.510017","-0.157276","27","43.98","37071",2018,"36243"
"santander","Taviton Street, Bloomsbury",19,"51.525051","-0.131161","30","14.73","13368",2018,"12728"
"santander","Snowsfields, London Bridge",706,"51.502154","-0.083633","31","18.00","14262",2018,"15225"
"santander","Westminster Pier, Westminster",818,"51.501513","-0.123823","27","23.20","17447",2018,"17051"
"santander","Drummond Street , Euston",20,"51.527326","-0.136053","26","15.76","6390",2018,"5124"
"santander","Curzon Street, Mayfair",49,"51.507069","-0.145904","15","22.85","8987",2018,"10208"
"santander","Shouldham Street, Marylebone",396,"51.51809","-0.163609","15","17.29","9879",2018,"9005"
"santander","Lollard Street, Vauxhall",117,"51.492881","-0.114934","25","11.96","12775",2018,"10711"
"santander","Hampstead Road, Euston",98,"51.525542","-0.138231","53","17.01","18921",2018,"14199"
"santander","Queen's Gate, Kensington Gardens",350,"51.501715","-0.179854","20","33.52","30691",2018,"30347"
"santander","Kensington Church Street, Kensington",277,"51.503157","-0.191496","17","21.86","11957",2018,"11780"
"santander","Chelsea Green, Chelsea",220,"51.490665","-0.166485","27","17.35","8939",2018,"9058"
"santander","Grosvenor Crescent, Belgravia",207,"51.501353","-0.153195","18","23.72","4663",2018,"4297"
"santander","Saltoun Road, Brixton",833,"51.460232","-0.115375","42","42.09","8260",2018,"10096"
"santander","Riverlight North, Nine Elms",183,"51.482362","-0.136124","24","17.53","15552",2018,"15036"
"santander","Orsett Terrace, Bayswater",165,"51.517932","-0.183717","15","19.07","4487",2018,"3670"
"santander","Humbolt Road, Fulham",761,"51.483217","-0.211861","26","15.02","9192",2018,"8482"
"santander","Colombo Street, Southwark",240,"51.505459","-0.105692","14","14.48","6036",2018,"6184"
"santander","Waterloo Station 3, Waterloo",154,"51.503792","-0.112824","29","14.14","80330",2018,"75247"
"santander","Panton Street, West End",83,"51.509639","-0.131511","20","24.34","18463",2018,"19715"
"santander","Green Park Station, Mayfair",541,"51.506613","-0.142844","27","28.36","31420",2018,"32870"
"santander","Tyers Gate, Bermondsey",314,"51.500889","-0.083159","35","19.02","11613",2018,"11263"
"santander","Doric Way , Somers Town",25,"51.528834","-0.13225","48","15.80","21048",2018,"17966"
"santander","Abyssinia Close, Clapham Junction",776,"51.460333","-0.167029","19","29.21","5500",2018,"5797"
"santander","Palace Gardens Terrace, Notting Hill",333,"51.508605","-0.193764","37","21.71","15854",2018,"13514"
"santander","Royal Avenue 1, Chelsea",250,"51.489932","-0.162727","10","20.34","7486",2018,"7808"
"santander","Stainsby Road , Poplar",716,"51.515428","-0.023565","24","16.79","7445",2018,"6727"
"santander","Queen Street 1, Bank",101,"51.511553","-0.09294","22","15.60","41430",2018,"41286"
"santander","St. George Street, Mayfair",349,"51.51196","-0.142783","18","20.07","11281",2018,"12846"
"santander","Limerston Street, West Chelsea",573,"51.485587","-0.18119","17","16.87","25552",2018,"25359"
"santander","Plough Terrace, Clapham Junction",734,"51.462306","-0.175407","31","21.28","4722",2018,"4021"
"santander","Fire Brigade Pier, Vauxhall",387,"51.4937","-0.121394","29","18.50","15106",2018,"13163"
"santander","Hermitage Court, Wapping",451,"51.504719","-0.063531","16","13.93","7445",2018,"6391"
"santander","Aberfeldy Street, Poplar",554,"51.513548","-0.005659","16","25.45","1937",2018,"1902"
"santander","Endsleigh Gardens, Euston",214,"51.526838","-0.130504","32","16.35","22683",2018,"21213"
"santander","Belford House, Haggerston",699,"51.536654","-0.07023","39","19.78","7061",2018,"5330"
"santander","Fore Street, Guildhall",509,"51.517842","-0.090075","19","12.74","10636",2018,"11213"
"santander","Shoreditch Park, Hoxton",253,"51.534043","-0.08638","29","16.78","16086",2018,"13055"
"santander","Gunmakers Lane, Old Ford",459,"51.535179","-0.03338","17","21.88","11463",2018,"11099"
"santander","Upper Bank Street, Canary Wharf",570,"51.503083","-0.017676","35","24.46","13803",2018,"13980"
"santander","Wapping High Street, Wapping",134,"51.504904","-0.06797","20","21.61","8897",2018,"8643"
"santander","Pancras Road, King's Cross",34,"51.534124","-0.129387","16","15.25","8684",2018,"8445"
"santander","Aintree Street, Fulham",616,"51.481021","-0.209973","24","16.28","11349",2018,"10721"
"santander","Pennington Street, Wapping",490,"51.508622","-0.065006","45","17.42","4832",2018,"4262"
"santander","Eel Brook Common, Walham Green",618,"51.47626","-0.193254","23","18.56","8523",2018,"7785"
"santander","Flood Street, Chelsea",345,"51.488024","-0.166879","33","15.78","18766",2018,"18118"
"santander","Bolsover Street, Fitzrovia",28,"51.523518","-0.143614","17","17.32","17623",2018,"16426"
"santander","Walnut Tree Walk, Vauxhall",91,"51.493686","-0.111015","19","15.98","9937",2018,"8303"
"santander","Bouverie Street, Temple",27,"51.513821","-0.107928","33","16.10","18796",2018,"20824"
"santander","Aylward Street, Stepney",715,"51.51563","-0.049067","21","13.21","7404",2018,"6462"
"santander","Lee Valley VeloPark, Queen Elizabeth Olympic Park",786,"51.549369","-0.015718","43","30.74","11660",2018,"11324"
"santander","Sandilands Road, Walham Green",769,"51.473611","-0.191803","21","14.13","11749",2018,"11548"
"santander","Triangle Car Park, Hyde Park",248,"51.506452","-0.17028","27","36.37","51514",2018,"50379"
"santander","Riverlight South, Nine Elms",817,"51.481335","-0.138212","25","18.50","11082",2018,"10406"
"santander","Jubilee Street, Stepney",450,"51.515975","-0.053177","28","14.25","8671",2018,"6778"
"santander","Crisp Road, Hammersmith",682,"51.488108","-0.226606","46","23.27","14464",2018,"14562"
"santander","Twig Folly Bridge, Mile End",531,"51.530326","-0.042744","21","18.52","13676",2018,"12348"
"santander","Here East North, Queen Elizabeth Olympic Park",812,"51.548731","-0.022607","27","27.93","4002",2018,"4281"
"santander","Risinghill Street, Angel",339,"51.53332","-0.111781","25","15.38","8789",2018,"4887"
"santander","Northumberland Avenue, Strand",354,"51.506767","-0.123702","35","27.61","19593",2018,"23341"
"santander","Percival Street, Finsbury",544,"51.526153","-0.102208","22","13.75","12253",2018,"10616"
"santander","Goldsmith's Row, Haggerston",534,"51.531864","-0.066035","26","18.10","16396",2018,"13646"
"santander","Houghton Street, Strand",256,"51.513621","-0.116764","15","15.90","6108",2018,"6263"
"santander","Golden Square, Soho",129,"51.511897","-0.137044","18","20.28","15436",2018,"16300"
"santander","Heron Quays DLR, Canary Wharf",556,"51.502661","-0.021596","26","24.74","5821",2018,"5901"
"santander","Notting Hill Gate Station, Notting Hill",225,"51.509353","-0.196422","30","17.78","25050",2018,"21496"
"santander","Austin Road, Battersea Park",664,"51.474376","-0.155443","23","20.77","12239",2018,"11457"
"santander","Bradmead, Battersea Park",614,"51.478172","-0.144691","40","18.94","6037",2018,"5035"
"santander","High Holborn , Covent Garden",358,"51.516226","-0.124826","20","17.63","15336",2018,"15828"
"santander","Holy Trinity Brompton, Knightsbridge",150,"51.497056","-0.168917","27","24.37","12634",2018,"13745"
"santander","Lansdowne Road, Ladbroke Grove",622,"51.507481","-0.205536","29","18.50","14115",2018,"13661"
"santander","Thurtle Road, Haggerston",463,"51.534776","-0.071881","22","15.23","6409",2018,"4749"
"santander","Wellington Arch, Hyde Park",213,"51.50274","-0.149569","36","35.34","45945",2018,"45049"
"santander","Bonny Street, Camden Town",462,"51.541603","-0.138853","44","22.79","17278",2018,"15768"
"santander","Hardwick Street, Clerkenwell",170,"51.527843","-0.108068","30","13.45","10033",2018,"6019"
"santander","Westminster Bridge Road, Elephant & Castle",548,"51.498386","-0.107913","26","17.52","4718",2018,"4328"
"santander","Grenfell Road, Avondale",754,"51.512901","-0.214763","24","17.55","4103",2018,"3956"
"santander","St Martins Close, Camden Town",604,"51.538792","-0.138535","18","20.14","5953",2018,"4960"
"santander","Green Street, Mayfair",138,"51.512276","-0.157437","19","33.47","20500",2018,"20486"
"santander","Ampton Street , Clerkenwell",26,"51.527281","-0.118295","21","14.08","8553",2018,"6796"
"santander","Holborn Circus, Holborn",66,"51.51795","-0.108657","39","14.97","36303",2018,"52323"
"santander","Hop Exchange, The Borough",194,"51.504628","-0.091774","55","18.33","51304",2018,"66856"
"santander","Clifton Road, Maida Vale",255,"51.525575","-0.179593","22","21.94","12340",2018,"11728"
"santander","Leman Street, Aldgate",202,"51.512364","-0.069542","36","15.96","27715",2018,"26639"
"santander","Bayswater Road, Hyde Park",153,"51.511933","-0.174411","27","29.21","28957",2018,"28942"
"santander","Windsor Terrace, Hoxton",30,"51.529154","-0.093422","24","15.03","15563",2018,"12711"
"santander","Kennington Lane Rail Bridge, Vauxhall",270,"51.486343","-0.122492","30","15.82","31676",2018,"31063"
"santander","Queen's Gate (North), Kensington",266,"51.501027","-0.180246","40","23.12","14788",2018,"14268"
"santander","Westbourne Grove, Bayswater",105,"51.51553","-0.190241","26","22.87","11997",2018,"11007"
"santander","Richmond Way, Shepherd's Bush",647,"51.500353","-0.217515","27","15.65","9654",2018,"9383"
"santander","Walworth Road, Elephant & Castle",411,"51.493373","-0.099681","33","22.51","17318",2018,"18503"
"santander","Aberdeen Place, St. John's Wood",394,"51.524826","-0.176268","18","21.18","7681",2018,"6074"
"santander","Crawford Street, Marylebone",43,"51.52026","-0.157184","18","17.61","13984",2018,"13212"
"santander","Foley Street, Fitzrovia",311,"51.519181","-0.140486","24","16.86","8876",2018,"8640"
"santander","Belgrave Road, Victoria",268,"51.493204","-0.144133","28","18.88","17960",2018,"17428"
"santander","Buxton Street 1, Shoreditch",390,"51.521776","-0.068856","40","18.95","7060",2018,"5998"
"santander","Denyer Street, Knightsbridge",209,"51.493584","-0.165101","30","16.72","7823",2018,"7800"
"santander","Finsbury Leisure Centre, St. Luke's",107,"51.526008","-0.096318","20","12.99","27393",2018,"26151"
"santander","Tavistock Place, Bloomsbury",89,"51.52625","-0.12351","19","15.76","13306",2018,"11283"
"santander","Normandy Road, Stockwell",828,"51.473874","-0.112581","29","24.37","7004",2018,"6612"
"santander","Prince Consort Road, Knightsbridge",373,"51.499807","-0.176416","18","17.79","10648",2018,"10942"
"santander","Queen Mother Sports Centre, Victoria",320,"51.493574","-0.139956","26","18.77","15827",2018,"17577"
"santander","Barons Court Station, West Kensington",707,"51.490218","-0.215087","31","11.50","15549",2018,"14002"
"santander","Newby Place, Poplar",530,"51.508896","-0.012413","16","24.87","2938",2018,"3208"
"santander","Knaresborough Place, Earl's Court",296,"51.493632","-0.190603","18","20.08","9770",2018,"9209"
"santander","Old Montague Street, Whitechapel",537,"51.51793","-0.067937","18","14.92","12634",2018,"11957"
"santander","Brushfield Street, Liverpool Street",251,"51.518908","-0.079249","33","16.72","42853",2018,"52053"
"santander","St. John's Wood Church, The Regent's Park",247,"51.530529","-0.167515","50","28.50","8280",2018,"6486"
"santander","Queensdale Road, Shepherd's Bush",736,"51.50659","-0.216104","28","16.70","4102",2018,"4267"
"santander","Soho Square , Soho",109,"51.515631","-0.132329","55","20.84","35811",2018,"41872"
"santander","Eastbourne Mews, Paddington",330,"51.516417","-0.179135","34","20.35","15032",2018,"12337"
"santander","Ashmole Estate, Oval",654,"51.482678","-0.117662","34","17.29","10047",2018,"8672"
"santander","Phene Street, Chelsea",662,"51.484985","-0.16792","24","17.55","12988",2018,"12582"
"santander","Alderney Street, Pimlico",185,"51.488058","-0.140741","13","16.09","14649",2018,"13380"
"santander","Import Dock, Canary Wharf",551,"51.505772","-0.01646","37","22.64","1807",2018,"1767"
"santander","George Place Mews, Marylebone",403,"51.516893","-0.15825","16","18.66","10214",2018,"9968"
"santander","Chancery Lane, Holborn",82,"51.514274","-0.111257","14","16.63","8439",2018,"8531"
"santander","Concert Hall Approach 2, South Bank",336,"51.504942","-0.115533","18","22.57","10030",2018,"12016"
"santander","New Kent Road, The Borough",156,"51.494436","-0.092921","33","18.99","9467",2018,"9172"
"santander","St. Luke's Church, Chelsea",218,"51.489717","-0.170194","20","16.71","12747",2018,"12665"
"santander","Chesilton Road, Fulham",727,"51.475698","-0.205876","23","17.76","13415",2018,"12802"
"santander","Ossulston Street, Somers Town",797,"51.5293","-0.128279","30","16.33","13930",2018,"13569"
"santander","Watney Street, Shadwell",552,"51.511542","-0.056667","27","14.70","13722",2018,"12315"
"santander","Shoreditch Court, Haggerston",698,"51.539084","-0.070329","35","21.88","9310",2018,"8086"
"santander","Old Ford Road, Bethnal Green",485,"51.531127","-0.048017","24","21.57","13263",2018,"12207"
"santander","Malet Street, Bloomsbury",12,"51.521681","-0.130432","48","14.92","26247",2018,"25836"
"santander","Park Road (Baker Street), The Regent's Park",114,"51.524517","-0.158964","22","27.23","14595",2018,"13981"
"santander","Victory Place, Walworth",820,"51.492807","-0.091938","24","17.17","8446",2018,"6779"
"santander","Sidney Road, Stockwell",830,"51.469202","-0.119023","27","22.02","5002",2018,"4977"
"santander","Upcerne Road, West Chelsea",745,"51.47817","-0.182435","29","19.42","7095",2018,"6727"
"santander","Rathbone Street, Fitzrovia",306,"51.518163","-0.135026","16","15.15","10486",2018,"10548"
"santander","Sheepcote Lane, Battersea",632,"51.470539","-0.163042","27","17.39","7020",2018,"6431"
"santander","Santos Road, Wandsworth",767,"51.45706","-0.200806","30","23.85","2082",2018,"1574"
"santander","Westbourne Park Road, Portobello",758,"51.51787","-0.201005","23","21.11","10398",2018,"9667"
"santander","Putney Bridge Road, East Putney",728,"51.461999","-0.206241","29","28.02","3714",2018,"3667"
"santander","Wellington Row, Bethnal Green",533,"51.528222","-0.069743","33","16.61","12104",2018,"10451"
"santander","Exhibition Road Museums, South Kensington",432,"51.496957","-0.173894","22","29.64","21907",2018,"21061"
"santander","Sloane Avenue, Knightsbridge",163,"51.493185","-0.167895","27","16.94","15426",2018,"15146"
"santander","Vicarage Crescent, Battersea",701,"51.472876","-0.176267","27","20.28","15029",2018,"14379"
"santander","Kennington Cross, Kennington",144,"51.48894","-0.111436","47","16.16","16385",2018,"15349"
"santander","Falkirk Street, Hoxton",96,"51.530951","-0.078505","26","16.14","8550",2018,"7737"
"santander","Canton Street, Poplar",487,"51.511811","-0.025626","23","20.35","4471",2018,"4346"
"santander","Hertford Road, De Beauvoir Town",748,"51.537278","-0.079202","24","17.50","13184",2018,"11152"
"santander","Worship Street, Shoreditch",175,"51.521668","-0.079609","51","15.40","15283",2018,"18577"
"santander","Commercial Street, Shoreditch",40,"51.521271","-0.075579","15","16.35","12448",2018,"12652"
"santander","Southwark Street, Bankside",803,"51.50541","-0.098341","23","15.34","9536",2018,"9479"
"santander","BBC White City, White City",601,"51.514767","-0.225787","36","22.56","8422",2018,"8526"
"santander","Dickens Square, Borough",317,"51.496791","-0.093913","31","17.55","4854",2018,"4376"
"santander","Clinton Road, Mile End",522,"51.525941","-0.036017","35","21.58","8012",2018,"8131"
"santander","Albert Square, Stockwell",802,"51.47659","-0.118257","32","19.54","10447",2018,"8970"
"santander","Fashion Street, Whitechapel",236,"51.51838","-0.073439","30","17.46","9856",2018,"9745"
"santander","Rochester Row, Westminster",118,"51.495827","-0.135478","13","17.18","8836",2018,"9717"
"santander","Crosswall, Tower",104,"51.511595","-0.077121","33","17.17","38531",2018,"38872"
"santander","Grosvenor Square, Mayfair",348,"51.51217","-0.150481","16","24.05","13095",2018,"14315"
"santander","Baldwin Street, St. Luke's",319,"51.527026","-0.088543","20","14.60","14607",2018,"14325"
"santander","Lightermans Road, Millwall",475,"51.499041","-0.020157","31","26.98","6227",2018,"6821"
"santander","Ferndale Road, Brixton",832,"51.464019","-0.115782","30","26.47","9623",2018,"10137"
"santander","Cephas Street, Bethnal Green",501,"51.522561","-0.054883","23","14.83","9173",2018,"7867"
"santander","Clerkenwell Green, Clerkenwell",135,"51.52326","-0.104709","21","15.50","22236",2018,"22559"
"santander","Greenland Road, Camden Town",572,"51.539099","-0.141728","36","28.96","17129",2018,"17629"
"santander","King Edward Walk, Waterloo",371,"51.49775","-0.10988","22","15.14","4337",2018,"4062"
"santander","Union Street, The Borough",196,"51.503688","-0.098498","17","16.44","12061",2018,"11666"
"santander","Sutton Street, Shadwell",511,"51.511066","-0.053558","32","16.92","15485",2018,"13698"
"santander","Reardon Street, Wapping",488,"51.506946","-0.058681","22","16.96","12162",2018,"11299"
"santander","Brunswick Square, Bloomsbury",11,"51.523951","-0.122502","24","14.38","14177",2018,"13356"
"santander","Swan Street, The Borough",295,"51.500296","-0.092763","27","15.46","13518",2018,"12355"
"santander","Nevern Place, Earl's Court",332,"51.493343","-0.194758","20","20.59","8281",2018,"7817"
"santander","Birkenhead Street, King's Cross",798,"51.5302","-0.122299","27","18.89","19294",2018,"19243"
"santander","Spencer Park, Wandsworth Common",637,"51.45787","-0.174692","25","29.61","3115",2018,"2756"
"santander","Sardinia Street, Holborn",372,"51.515208","-0.117863","24","14.82","12904",2018,"12973"
"santander","Gas Holders, Battersea Park",834,"51.477966","-0.147857","26","6.00","1",2018,"1"
"santander","Ashley Place, Victoria",177,"51.496161","-0.140948","24","17.72","26754",2018,"28112"
"santander","Penfold Street, Marylebone",402,"51.522892","-0.171682","15","17.91","5090",2018,"4136"
"santander","Woodstock Grove, Shepherd's Bush",613,"51.504038","-0.2174","24","16.14","17707",2018,"17613"
"santander","Empire Square, The Borough",269,"51.500823","-0.089741","46","15.97","12303",2018,"11992"
"santander","Peterborough Road, Sands End",648,"51.46904","-0.196275","30","16.88","3119",2018,"2809"
"santander","Southern Grove, Bow",467,"51.523538","-0.030556","17","14.32","5861",2018,"5116"
"santander","Crinan Street, King's Cross",431,"51.534474","-0.122203","20","21.71","7137",2018,"7331"
"santander","Parkway, Camden Town",456,"51.538071","-0.144664","33","25.81","10699",2018,"11845"
"santander","Durant Street, Bethnal Green",702,"51.528682","-0.06555","24","14.54","11594",2018,"9623"
"santander","Harrington Square 1, Camden Town",90,"51.533019","-0.139175","27","20.43","5053",2018,"3971"
"santander","Sail Street, Vauxhall",441,"51.495656","-0.114605","24","16.68","7732",2018,"6740"
"santander","Cantrell Road, Bow",468,"51.521564","-0.022694","24","21.37","4106",2018,"3488"
"santander","All Saints Church, Portobello",661,"51.516321","-0.202609","36","22.11","18391",2018,"17608"
